id,TYPE,samenwerkingtype,naam,website,e-mailadres,telefoonnummer_TEMP,telefoonnummer,cbs,deelnemers,STATUS,sector,@self.organisation
b0afbe6f-3c36-411c-b290-ca02d4568705,Gemeente,,Hardenberg,www.hardenberg.nl,lambert.vandenberg@hardenberg.nl,0523-289287,+31 523 289287,160.0,,Actief,Gemeenten,b0afbe6f-3c36-411c-b290-ca02d4568705
256ec30e-c208-42f7-ba6c-29a63225cf77,Gemeente,,Harderwijk,,t.kraus@meerinzicht.nl,0341411911,+31 3414 11911,243.0,,Actief,Gemeenten,256ec30e-c208-42f7-ba6c-29a63225cf77
f7b9534e-80ea-45e9-a06f-ba971866b59b,Gemeente,,Hardinxveld-Giessendam,www.gemhg.nl,tangenent@gemhg.nl,0647687568,,523.0,,Actief,Gemeenten,f7b9534e-80ea-45e9-a06f-ba971866b59b
c2839fd8-4678-4fed-87a2-cba551f5b114,Gemeente,,Harlingen,www.harlingen.nl,j.postma@harlingen.nl,0517-492392,+31 517 492392,72.0,,Actief,Gemeenten,c2839fd8-4678-4fed-87a2-cba551f5b114
a010aebb-95c3-4b8b-b25b-e76b7a128cc3,Gemeente,,Hattem,,radjen.santram@i-dienst.nl,+31610536302 ,,244.0,,Actief,Gemeenten,a010aebb-95c3-4b8b-b25b-e76b7a128cc3
594d1a96-ef07-4193-9359-26a3301b7ef1,Gemeente,,Heemskerk,https://www.heemskerk.nl,sberkhout@heemskerk.nl,0251256778,+31 2512 56778,396.0,,Actief,Gemeenten,594d1a96-ef07-4193-9359-26a3301b7ef1
72615a0b-8276-4f0c-ac73-82ee98c80d0b,Gemeente,,Heemstede,www.heemstede.nl,Wdeporto@heemstede.nl,023-5485733,+31 23 5485733,397.0,,Actief,Gemeenten,72615a0b-8276-4f0c-ac73-82ee98c80d0b
92f8585f-3bfe-4ff3-929a-d751db3b128c,Gemeente,,Heerde,,radjen.santram@i-dienst.nl,+31610536302 ,,246.0,,Actief,Gemeenten,92f8585f-3bfe-4ff3-929a-d751db3b128c
b0eea343-8d48-4144-a80d-2022d60c097f,Gemeente,,Heerenveen,www.heerenveen.nl,h.post@heerenveen.nl,0513-617617,+31 513 617617,74.0,,Actief,Gemeenten,b0eea343-8d48-4144-a80d-2022d60c097f
38b23e24-b2c9-410e-83ce-44e66bfba429,Gemeente,,Heerlen,www.heerlen.nl,j.stijnen@heerlen.nl,045 5604466,+31 45 5604466,917.0,,Actief,Gemeenten,38b23e24-b2c9-410e-83ce-44e66bfba429
d22b9ff2-8b62-4b48-b6ad-7b9e86002cd8,Gemeente,,Heeze-Leende,,hans.keereweer@a2samenwerking.nl,,,1658.0,,Actief,Gemeenten,d22b9ff2-8b62-4b48-b6ad-7b9e86002cd8
af35678a-5dea-4e49-806a-19ca48e2315e,Gemeente,,Heiloo,https://www.heiloo.nl,ronhorselenberg@debuch.nl,+31 88 9097948,,399.0,,Actief,Gemeenten,af35678a-5dea-4e49-806a-19ca48e2315e
61e41392-ac37-40c6-823b-de7f0363871c,Gemeente,,Hellendoorn,http://www.hellendoorn.nl,e.pigge@hellendoorn.nl,0548-630575,+31 548 630575,163.0,,Actief,Gemeenten,61e41392-ac37-40c6-823b-de7f0363871c
60845a9b-6ddd-417f-ad71-e99cf4b0780d,Gemeente,,Helmond,www.helmond.nl,f.eggels@helmond.nl,0492 587193 / 06 13349245,0492 587193 / 06 13349245,794.0,,Actief,Gemeenten,60845a9b-6ddd-417f-ad71-e99cf4b0780d
0ec8116c-766f-436f-9888-1e5bf4f6566c,Gemeente,,Hendrik-Ido-Ambacht,,mlc.vanden.heuvel@drechtsteden.nl,06-40516070,,531.0,,Actief,Gemeenten,0ec8116c-766f-436f-9888-1e5bf4f6566c
018d98dc-0771-41c2-b343-18cd77752803,Gemeente,,Hengelo,,A.lenferink@hengelo.nl,,,164.0,,Actief,Gemeenten,018d98dc-0771-41c2-b343-18cd77752803
bc343b52-289d-4f5e-b420-f0d0b2abdcbe,Gemeente,,Het Hogeland,www.hethogeland.nl,e.poppen@hethogeland.nl,06-50095607,,1966.0,,Actief,Gemeenten,bc343b52-289d-4f5e-b420-f0d0b2abdcbe
862e3a76-e104-44e2-ae75-45d0170b11aa,Gemeente,,Heumen,www.heumen.nl,tkonings@heumen.nl,024-3588425,+31 24 3588425,252.0,,Actief,Gemeenten,862e3a76-e104-44e2-ae75-45d0170b11aa
3f730be9-9e9a-42fb-b0d2-a5191d194b44,Gemeente,,Heusden,www.heusden.nl,bvdhaar@heusden.nl,0735131789,+31 7351 31789,797.0,,Actief,Gemeenten,3f730be9-9e9a-42fb-b0d2-a5191d194b44
ebc0c5b3-27f7-4259-9ae1-a6451090aa50,Gemeente,,Hillegom,http://www.hillegom.nl/inwoners.html,n.vanbiemen@hltsamen.nl,06-11700926,,534.0,,Actief,Gemeenten,ebc0c5b3-27f7-4259-9ae1-a6451090aa50
90e7b266-4ac8-41fb-bf24-c2b8bb1eb351,Gemeente,,Hilvarenbeek,www.hilvarenbeek.nl,l.v.herk@hilvarenbeek.nl,0135058300,+31 13 5058300,798.0,,Actief,Gemeenten,90e7b266-4ac8-41fb-bf24-c2b8bb1eb351
90cb9d65-8a63-4bea-8631-57c9c818c72e,Gemeente,,Hilversum,www.hilversum.nl,jh.vanderknaap@hilversum.nl,14035,14 035,402.0,,Actief,Gemeenten,90cb9d65-8a63-4bea-8631-57c9c818c72e
d2f31396-24a2-436d-b921-870491160b4a,Gemeente,,Hoeksche Waard,www.gemeentehw.nl,martijn.bouman@gemeentehw.nl,0651588632,,1963.0,,Actief,Gemeenten,d2f31396-24a2-436d-b921-870491160b4a
aa0a2234-9a12-438c-a16a-c90e16fd1328,Gemeente,,Hof van Twente,https://www.hofvantwente.nl,jaap.dejonge@hofvantwente.nl,0547-857046,+31 547 857046,1735.0,,Actief,Gemeenten,aa0a2234-9a12-438c-a16a-c90e16fd1328
9f6da3f9-8d9c-4ddb-9185-85d8bbaab091,Gemeente,,Hollands Kroon,www.hollandskroon.nl,sandergroen@hollandskroon.nl,,,1911.0,,Actief,Gemeenten,9f6da3f9-8d9c-4ddb-9185-85d8bbaab091
abc22c01-d930-47a6-90ef-42118e39938e,Gemeente,,Hoogeveen,www.hoogeveen.nl,j.lemstra@hoogeveen.nl,0528291454,+31 5282 91454,118.0,,Actief,Gemeenten,abc22c01-d930-47a6-90ef-42118e39938e
8bf752fa-5a8b-4c8b-8394-159092f9006f,Gemeente,,Hoorn,http://www.hoorn.nl,mf.bakker@hoorn.nl,0229252200,+31 2292 52200,405.0,,Actief,Gemeenten,8bf752fa-5a8b-4c8b-8394-159092f9006f
30ce6d55-75a0-4caa-a5cd-5c20281e6809,Gemeente,,Horst aan de Maas,www.horstaandemaas.nl,shannon.janssen@horstaandemaas.nl,077 - 477 93 33,+31 77 4779333,1507.0,,Actief,Gemeenten,30ce6d55-75a0-4caa-a5cd-5c20281e6809
414864c8-7b9f-466e-af62-fc81751e3e49,Gemeente,,Houten,https://www.houten.nl/,ronald.fleury@houten.nl,030-6392735,+31 30 6392735,321.0,,Actief,Gemeenten,414864c8-7b9f-466e-af62-fc81751e3e49
905dbf9e-94a6-4ddd-9778-77e69f3900f1,Gemeente,,Huizen,www.huizen.nl,s.elkharbouchi@huizen.nl,035-5281647,+31 35 5281647,406.0,,Actief,Gemeenten,905dbf9e-94a6-4ddd-9778-77e69f3900f1
9074dcb3-7fa3-4e32-b8df-891f5a54c3b4,Gemeente,,Hulst,www.gemeentehulst.nl,m.poppe@gemeentehulst.nl,0114-389454,+31 114 389454,677.0,,Actief,Gemeenten,9074dcb3-7fa3-4e32-b8df-891f5a54c3b4
da4c5341-98f2-404f-995a-99f11d76643d,Gemeente,,IJsselstein,www.ijsselstein.nl,c.kwok@ijsselstein.nl,030-6861812,+31 30 6861812,353.0,,Actief,Gemeenten,da4c5341-98f2-404f-995a-99f11d76643d
2c25a9e0-0c1a-4f24-9804-6ee64310bea9,Gemeente,,Kaag en Braassem,www.kaagenbraassem.nl,jververs@alphenaandenrijn.nl,,,1884.0,,Actief,Gemeenten,2c25a9e0-0c1a-4f24-9804-6ee64310bea9
6b60be12-5721-4593-8a8f-a004ed7d8b8f,Gemeente,,Kampen,www.kampen.nl,r.pannekoek@kampen.nl,038-3392621,+31 38 3392621,166.0,,Actief,Gemeenten,6b60be12-5721-4593-8a8f-a004ed7d8b8f
5e6c9fb0-6a38-4065-8a70-6f5e27a856ef,Gemeente,,Kapelle,www.kapelle.nl,l.van.duiven@kapelle.nl,0113-333108,+31 113 333108,678.0,,Actief,Gemeenten,5e6c9fb0-6a38-4065-8a70-6f5e27a856ef
f27de83f-f8b2-4c6b-b6c2-980800ad7910,Gemeente,,Katwijk,www.katwijk.nl,b.guijt@katwijk.nl,071 4065169,+31 71 4065169,537.0,,Actief,Gemeenten,f27de83f-f8b2-4c6b-b6c2-980800ad7910
4b8b5369-455f-4904-a85e-f3705dfc5a8b,Gemeente,,Kerkrade,www.kerkrade.nl,yvonne.kouwijzer@kerkrade.nl,045-5676286,+31 45 5676286,928.0,,Actief,Gemeenten,4b8b5369-455f-4904-a85e-f3705dfc5a8b
60f93b86-2a75-4f93-b4ec-9495d52b1f9d,Gemeente,,Koggenland,www.koggenland.nl,d.vandenberg@koggenland.nl,0229 548 321,+31 229 548321,1598.0,,Actief,Gemeenten,60f93b86-2a75-4f93-b4ec-9495d52b1f9d
cb363c0a-9e4f-4158-b050-158e764e035f,Gemeente,,Krimpen aan den IJssel,www.krimpenaandenijssel.nl,h.kleinheerenbrink@ijsselgemeenten.nl,,,542.0,,Actief,Gemeenten,cb363c0a-9e4f-4158-b050-158e764e035f
81286a6e-ac05-451f-8f7b-f8b5111bd530,Gemeente,,Krimpenerwaard,www.krimpenerwaard.nl,g.mentjox@krimpenerwaard.nl,140182,14 0182,1931.0,,Actief,Gemeenten,81286a6e-ac05-451f-8f7b-f8b5111bd530
189e8388-50f5-4416-b7de-ebffaa56b9a4,Gemeente,,Laarbeek,www.laarbeek.nl,hans.reijnen@gemert-bakel.nl,0629013954,,1659.0,,Actief,Gemeenten,189e8388-50f5-4416-b7de-ebffaa56b9a4
3c8ac90a-26e5-4ee6-aaf9-30bb485a0a73,Gemeente,,Land van Cuijk,https://landvancuijk.nl/,Cengiz.Durmus@landvancuijk.nl,0485 396 600,+31 485 396600,1982.0,,Actief,Gemeenten,3c8ac90a-26e5-4ee6-aaf9-30bb485a0a73
78c5ab73-a49c-432e-9ae1-aab6cf7cc0f7,Gemeente,,Landgraaf,www.landgraaf.nl,patrick.wintjens@landgraaf.nl,0455695489,+31 4556 95489,882.0,,Actief,Gemeenten,78c5ab73-a49c-432e-9ae1-aab6cf7cc0f7
ee339831-ab89-4d86-8914-85a9cabda275,Gemeente,,Landsmeer,,j.berkhout@landsmeer.nl,020-4877199,+31 20 4877199,415.0,,Actief,Gemeenten,ee339831-ab89-4d86-8914-85a9cabda275
8d6548e4-da96-4d52-b866-db16bea7bb1a,Gemeente,,Lansingerland,www.lansingerland.nl,Nick.van.Drielen@lansingerland.nl,14 010,14 010,1621.0,,Actief,Gemeenten,8d6548e4-da96-4d52-b866-db16bea7bb1a
ed2cee05-845e-4554-830e-6b34a92ba4a1,Gemeente,,Laren,http://www.laren.nl/,ruud.vanderweijden@belcombinatie.nl,,,417.0,,Actief,Gemeenten,ed2cee05-845e-4554-830e-6b34a92ba4a1
0e29a030-f0e8-4e82-9d34-43a000861af6,Gemeente,,Leeuwarden,www.leeuwarden.nl,susanne.spaan@leeuwarden.nl,058-2338443,+31 58 2338443,80.0,,Actief,Gemeenten,0e29a030-f0e8-4e82-9d34-43a000861af6
f1115d63-6c06-470e-a030-8ce7cafab64e,Gemeente,,Leiden,www.leiden.nl,m.alberts@leiden.nl,0655848603,,546.0,,Actief,Gemeenten,f1115d63-6c06-470e-a030-8ce7cafab64e
6bc1e72a-52a4-42ad-a130-a46c745f69e0,Gemeente,,Leiderdorp,www.leiderdorp.nl,rpn@leiderdorp.nl,0646809365,,547.0,,Actief,Gemeenten,6bc1e72a-52a4-42ad-a130-a46c745f69e0
4474d3df-dc1f-4e4f-bd70-e1e9ba7f5628,Gemeente,,Leidschendam-Voorburg,https://lv.nl,jp.heijmans@lv.nl,(070) 300 83 71,+31 70 3008371,1916.0,,Actief,Gemeenten,4474d3df-dc1f-4e4f-bd70-e1e9ba7f5628
88d860d6-83ee-4e26-bf9b-225e549ba461,Gemeente,,Lelystad,www.lelystad.nl,r.van.pel@lelystad.nl,0624479988,,995.0,,Actief,Gemeenten,88d860d6-83ee-4e26-bf9b-225e549ba461
3b9bb816-ade8-44ba-98a1-611e05ebb84b,Gemeente,,Leudal,www.leudal.nl,r.vandeneinden@leudal.nl,0475859083,+31 4758 59083,1640.0,,Actief,Gemeenten,3b9bb816-ade8-44ba-98a1-611e05ebb84b
6d035517-e748-4d99-84e5-e379ecffc44d,Gemeente,,Leusden,www.leusden.nl,e.bos@leusden.nl,033 496 1503,+31 33 4961503,327.0,,Actief,Gemeenten,6d035517-e748-4d99-84e5-e379ecffc44d
9fa07799-c3c5-47de-b1f9-f5b36964c3af,Gemeente,,Lingewaard,www.lingewaard.nl,a.paans@lingewaard.nl,026-3260233,+31 26 3260233,1705.0,,Actief,Gemeenten,9fa07799-c3c5-47de-b1f9-f5b36964c3af
8cd04cab-46ce-4a04-b082-5a406be405ec,Gemeente,,Lisse,www.lisse.nl,n.vanbiemen@hltsamen.nl,,,553.0,,Actief,Gemeenten,8cd04cab-46ce-4a04-b082-5a406be405ec
ddf0e7af-285a-4853-ad18-dce8f58c7d5f,Gemeente,,Lochem,www.lochem.nl,a.moen@lochem.nl,(0573) 28 91 69,+31 573 289169,262.0,,Actief,Gemeenten,ddf0e7af-285a-4853-ad18-dce8f58c7d5f
e4bb14f8-af29-4958-a9b0-befbe65bcee4,Gemeente,,Loon op Zand,www.loonopzand.nl,h.irsel@loonopzand.nl,0416289178,+31 4162 89178,809.0,,Actief,Gemeenten,e4bb14f8-af29-4958-a9b0-befbe65bcee4
22633027-4e8d-40c6-ae79-e15405728f19,Gemeente,,Lopik,www.lopik.nl,helpdesk@lopik.nl,,,331.0,,Actief,Gemeenten,22633027-4e8d-40c6-ae79-e15405728f19
d61f60cf-d3de-458c-86e6-0e2d27b3757e,Gemeente,,Losser,https://www.losser.nl,r.tebrake@enschede.nl,0638686862,,168.0,,Actief,Gemeenten,d61f60cf-d3de-458c-86e6-0e2d27b3757e
32c53733-eb4b-49f7-9451-7ad09cade085,Gemeente,,Maasdriel,www.maasdriel.nl,lblijdestein@bommelerwaard.nl,0621293063,,263.0,,Actief,Gemeenten,32c53733-eb4b-49f7-9451-7ad09cade085
22fc6f37-e8cd-45f7-9441-095acbfe7f7c,Gemeente,,Maasgouw,www.gemeentemaasgouw.nl,dennis.maessen@servicecentrum-mer.nl,0475-255382,+31 475 255382,1641.0,,Actief,Gemeenten,22fc6f37-e8cd-45f7-9441-095acbfe7f7c
c9ff5da7-1b40-4991-aff2-0159ce47ceaa,Gemeente,,Maashorst,https://www.gemeentemaashorst.nl,paul.stokkermans@gemeentemaashorst.nl,0413-281911,+31 413 281911,1991.0,,Actief,Gemeenten,c9ff5da7-1b40-4991-aff2-0159ce47ceaa
91a2ab0f-25aa-43bd-b4e6-c8ef360fa0f2,Gemeente,,Maassluis,www.maassluis.nl,s.raslan@maassluis.nl,0105931922,+31 10 5931922,556.0,,Actief,Gemeenten,91a2ab0f-25aa-43bd-b4e6-c8ef360fa0f2
39a6abee-c408-422c-b3e2-71ed1fd94f90,Gemeente,,Maastricht,www.gemeentemaastricht.nl,albert.royen@maastricht.nl,0627850743,,935.0,,Actief,Gemeenten,39a6abee-c408-422c-b3e2-71ed1fd94f90
5100bcc3-f38a-445c-8dd8-b8f54b2d5031,Gemeente,,Medemblik,https://www.medemblik.nl,erik.muller@medemblik.nl,0229 856000,+31 229 856000,420.0,,Actief,Gemeenten,5100bcc3-f38a-445c-8dd8-b8f54b2d5031
e95f469a-2d54-446e-a9dc-8ebeb1a21ca4,Gemeente,,Meerssen,www.meerssen.nl,henk.houben@meerssen.nl,043-3661738,+31 43 3661738,938.0,,Actief,Gemeenten,e95f469a-2d54-446e-a9dc-8ebeb1a21ca4
8adeb567-defe-4dd0-8887-f1c01889308c,Gemeente,,Meierijstad,www.meierijstad.nl,kvanderburgt@meierijstad.nl,0413 381 346,+31 413 381346,1948.0,,Actief,Gemeenten,8adeb567-defe-4dd0-8887-f1c01889308c
3a6aa04a-11ff-4ee5-9424-d65c8eb0b6bd,Gemeente,,Meppel,www.meppel.nl,a.uiterwijk@meppel.nl,140522,14 0522,119.0,,Actief,Gemeenten,3a6aa04a-11ff-4ee5-9424-d65c8eb0b6bd
ac1473da-4533-4642-82b9-98c2219caccc,Gemeente,,Middelburg,www.middelburg.nl,h.heijt@middelburg.nl,0118 487093,+31 118 487093,687.0,,Actief,Gemeenten,ac1473da-4533-4642-82b9-98c2219caccc
93921d69-ac8e-4c11-b3a2-51efb704d969,Gemeente,,Midden-Delfland,https://www.middendelfland.nl/,mstrampraad@middendelfland.nl,015-3104184,+31 15 3104184,1842.0,,Actief,Gemeenten,93921d69-ac8e-4c11-b3a2-51efb704d969
995d4960-65ad-45fa-87d2-c2dd93af0a8a,Gemeente,,Midden-Drenthe,www.middendrenthe.nl,k.ziengs@middendrenthe.nl,,,1731.0,,Actief,Gemeenten,995d4960-65ad-45fa-87d2-c2dd93af0a8a
db7fdd84-bdfd-41d6-8641-0f1e2a954c25,Gemeente,,Midden-Groningen,https://www.midden-groningen.nl/,edwin.jonkman@midden-groningen.nl,0598-425531,+31 598 425531,1952.0,,Actief,Gemeenten,db7fdd84-bdfd-41d6-8641-0f1e2a954c25
f8cb8df4-a098-451a-896b-bda12d03895e,Gemeente,,Moerdijk,www.moerdijk.nl,thijs.de.lange@moerdijk.nl,0168373983,+31 1683 73983,1709.0,,Actief,Gemeenten,f8cb8df4-a098-451a-896b-bda12d03895e
ee2cfcb1-a184-4e5c-85f0-8fc3ad859ddc,Gemeente,,Molenlanden,www.molenlanden.nl,jan.meijsen@jouwgemeente.nl,06-53206663,,1978.0,,Actief,Gemeenten,ee2cfcb1-a184-4e5c-85f0-8fc3ad859ddc
0c2ed450-ea9d-4a0d-afe0-9fdb632da8dc,Gemeente,,Montferland,www.montferland.Info,m.robins@montferland.info,0316-291442,+31 316 291442,1955.0,,Actief,Gemeenten,0c2ed450-ea9d-4a0d-afe0-9fdb632da8dc
f255ea3b-8351-4e0d-9e7b-f5efa97fa199,Gemeente,,Montfoort,,m.mastebroek@montfoort.nl,06 8277 2222,,335.0,,Actief,Gemeenten,f255ea3b-8351-4e0d-9e7b-f5efa97fa199
577af48c-5fd3-44b3-92df-9bf52410eaa8,Gemeente,,Mook en Middelaar,www.mookenmiddelaar.nl,frank.vanderwielen@mookenmiddelaar.nl,024-6969162,+31 24 6969162,944.0,,Actief,Gemeenten,577af48c-5fd3-44b3-92df-9bf52410eaa8
ae750e6d-8a21-4edf-a06d-f023216a6f05,Gemeente,,Neder-Betuwe,www.nederbetuwe.nl,ebrenner@nederbetuwe.nl,06-31 63 43 22,,1740.0,,Actief,Gemeenten,ae750e6d-8a21-4edf-a06d-f023216a6f05
23ee7789-c62a-4344-91e1-8aa43cea91b2,Gemeente,,Nederweert,nederweert.nl,r.kersten@nederweert.nl,0495677111,+31 4956 77111,946.0,,Actief,Gemeenten,23ee7789-c62a-4344-91e1-8aa43cea91b2
6ea9357b-c6cb-4702-8e95-baafeaa6b38c,Gemeente,,Nieuwegein,www.nieuwegein.nl,S.degraaf@nieuwegein.nl,0628122883,,356.0,,Actief,Gemeenten,6ea9357b-c6cb-4702-8e95-baafeaa6b38c
85b4ae27-bba1-4239-b041-b17ae7bf6641,Gemeente,,Nieuwkoop,https://www.nieuwkoop.nl,j.vanegmond@nieuwkoop.nl,0625777567,,569.0,,Actief,Gemeenten,85b4ae27-bba1-4239-b041-b17ae7bf6641
cb54cdcf-f60b-4cf4-b938-2515e482ce95,Gemeente,,Nijkerk (Hoevelaken&Nijkerk&Nijkerkerveen),www.nijkerk.eu,m.calon@nijkerk.eu,06-12567046,,267.0,,Actief,Gemeenten,cb54cdcf-f60b-4cf4-b938-2515e482ce95
79a9341e-decf-4010-b2d3-f30d82f4e450,Gemeente,,Nijmegen,www.nijmegen.nl,t.kregting@nijmegen.nl,06-20955496,,268.0,,Actief,Gemeenten,79a9341e-decf-4010-b2d3-f30d82f4e450
87cf05e3-7358-4007-9cbf-1cb61eb7ec8d,Gemeente,,Nissewaard,,la.vanhoef@nissewaard.nl,,,1930.0,,Actief,Gemeenten,87cf05e3-7358-4007-9cbf-1cb61eb7ec8d
fbe33151-fbb7-4486-9d5c-582bcf5fdef6,Gemeente,,Noardeast-Fryslân,,,,,1970.0,,Actief,Gemeenten,fbe33151-fbb7-4486-9d5c-582bcf5fdef6
6245803e-3c7f-4527-a582-488b370189b9,Gemeente,,Noord-Beveland,www.noord-beveland.nl,w.fokke@noord-beveland.nl,0653238822,,1695.0,,Actief,Gemeenten,6245803e-3c7f-4527-a582-488b370189b9
c04aad5f-8f0a-4ae0-b2d6-156c20845f8c,Gemeente,,Noordenveld,www.noordenveld.nl,w.geerlings@noordenveld.nl,0880508888,+31 88 0508888,1699.0,,Actief,Gemeenten,c04aad5f-8f0a-4ae0-b2d6-156c20845f8c
3f8a0f92-979c-4cae-9ddf-7147a036d60b,Gemeente,,Noordoostpolder,www.noordoostpolder.nl,a.schaafsma@noordoostpolder.nl,0648134662,,171.0,,Actief,Gemeenten,3f8a0f92-979c-4cae-9ddf-7147a036d60b
98a40e90-e9ef-4450-8a76-ca694f1f67f3,Gemeente,,Noordwijk,www.noordwijk.nl,e.vanderlaan@noordwijk.nl,071 - 36 60 000,+31 71 3660000,575.0,,Actief,Gemeenten,98a40e90-e9ef-4450-8a76-ca694f1f67f3
a715b484-74aa-4383-8d2b-359aed5dc919,Gemeente,,"Nuenen, Gerwen en Nederwetten",,h.winnen@dienstdommelvallei.nl,,,820.0,,Actief,Gemeenten,a715b484-74aa-4383-8d2b-359aed5dc919
3fa41daf-5e2d-4da2-a5a8-af0ed195ec13,Gemeente,,Nunspeet,www.nunspeet.nl,j.van.den.berg@nunspeet.nl,0341 25 93 52,+31 341 259352,302.0,,Actief,Gemeenten,3fa41daf-5e2d-4da2-a5a8-af0ed195ec13
97d21ce8-1e9f-49ff-98a1-7997eeb778ad,Gemeente,,Oegstgeest,http://www.oegstgeest.nl,tans@oegstgeest.nl,071-5181875,+31 71 5181875,579.0,,Actief,Gemeenten,97d21ce8-1e9f-49ff-98a1-7997eeb778ad
77a26407-be1a-4dbb-8f5c-8caec3ffeeb7,Gemeente,,Oirschot,,e.tutelaers@sscdekempen.nl,06-12218379,,823.0,,Actief,Gemeenten,77a26407-be1a-4dbb-8f5c-8caec3ffeeb7
a0bc2e58-d219-4e51-84af-cf3c334591b2,Gemeente,,Oisterwijk,,a.potters@equalit.nl,,,824.0,,Actief,Gemeenten,a0bc2e58-d219-4e51-84af-cf3c334591b2
9384ee66-e19d-4cb1-be5a-861436ad9d67,Gemeente,,Oldambt,http://www.gemeente-oldambt.nl/,tamara.groen@gemeente-oldambt.nl,0681424576 ,,1895.0,,Actief,Gemeenten,9384ee66-e19d-4cb1-be5a-861436ad9d67
f64d2d60-6fc2-4271-8347-4c30a760a6a5,Gemeente,,Oldebroek,oldebroek.nl,rsantram@oldebroek.nl,0610536302,,269.0,,Actief,Gemeenten,f64d2d60-6fc2-4271-8347-4c30a760a6a5
563593bf-81ce-4877-aa87-759b12d821b3,Gemeente,,Oldenzaal,www.oldenzaal.nl,m.tanke@oldenzaal.nl,06-11361924,,173.0,,Actief,Gemeenten,563593bf-81ce-4877-aa87-759b12d821b3
d328e7bc-4c85-4346-ba9a-90942a83d779,Gemeente,,Olst-Wijhe,,harry.oldehanhof@dowr.nl,0653324648,,1773.0,,Actief,Gemeenten,d328e7bc-4c85-4346-ba9a-90942a83d779
12896e41-a72f-40a8-aea5-04349eb677e5,Gemeente,,Ommen,www.ommen.nl,andre.brinks@ommen.nl,0529-459115,+31 529 459115,175.0,,Actief,Gemeenten,12896e41-a72f-40a8-aea5-04349eb677e5
311ae210-a58e-44b9-80cc-6dd5f9349e96,Gemeente,,Oost Gelre,www.oostgelre.nl,p.bouwhuis@oostgelre.nl,0544-393655,+31 544 393655,1586.0,,Actief,Gemeenten,311ae210-a58e-44b9-80cc-6dd5f9349e96
abaf8feb-b22c-4198-8a84-accc8d137da5,Gemeente,,Oosterhout,,r.verschoor@oosterhout.nl,0652366075,,826.0,,Actief,Gemeenten,abaf8feb-b22c-4198-8a84-accc8d137da5
9b562277-bb20-45d8-8127-e27c9c7a784f,Gemeente,,Ooststellingwerf,www.ooststellingwerf.nl,w.vandelden@weststellingwerf.nl,0561-691354,+31 561 691354,85.0,,Actief,Gemeenten,9b562277-bb20-45d8-8127-e27c9c7a784f
696cad4e-2743-41b4-8243-a69171012d49,Gemeente,,Oostzaan,https://www.oostzaan.nl,patrick.wierda@over-gemeenten.nl,075-6512100,+31 75 6512100,431.0,,Actief,Gemeenten,696cad4e-2743-41b4-8243-a69171012d49
c46223c8-bdca-44e2-b0c0-d6e266257ea9,Gemeente,,Openbaar Lichaam Bonaire,https://bonairegov.com,Robert.beukinga@bonairegov.com,+599 7770888,,9001.0,,Actief,Gemeenten,c46223c8-bdca-44e2-b0c0-d6e266257ea9
9d86cbb0-b387-4694-97dd-2e59d7b847c8,Gemeente,,Opmeer,https://www.opmeer.nl/,akaper@opmeer.nl,,,432.0,,Actief,Gemeenten,9d86cbb0-b387-4694-97dd-2e59d7b847c8
47d7d5c8-f0d0-43b2-a6b5-cdc0667ba469,Gemeente,,Opsterland,,W.vanDelden@weststellingwerf.nl,,,86.0,,Actief,Gemeenten,47d7d5c8-f0d0-43b2-a6b5-cdc0667ba469
d9d26b84-5245-42a3-b84e-97b4de8f0f03,Gemeente,,Oss,www.oss.nl,h.van.der.toolen@oss.nl,14 0412,14 0412,828.0,,Actief,Gemeenten,d9d26b84-5245-42a3-b84e-97b4de8f0f03
f2fb4e64-9967-47e5-a5b8-8bab3b71a800,Gemeente,,Oude IJsselstreek,www.oude-ijsselstreek.nl,a.vaartjes@oude-ijsselstreek.nl,0315-292 261,+31 315 292261,1509.0,,Actief,Gemeenten,f2fb4e64-9967-47e5-a5b8-8bab3b71a800
b8f6c562-92f8-4d45-b307-1cc27ba5e560,Gemeente,,Ouder-Amstel,www.ouder-amstel.nl,olaf.holtrop@duoplus.nl,,,437.0,,Actief,Gemeenten,b8f6c562-92f8-4d45-b307-1cc27ba5e560
ed7cf5a3-4c19-43ef-a28a-c84af4827e13,Gemeente,,Oudewater,,ringeling.r@woerden.nl,,,589.0,,Actief,Gemeenten,ed7cf5a3-4c19-43ef-a28a-c84af4827e13
93fd53f0-4e7c-44e9-a378-9aca1085d2e6,Gemeente,,Overbetuwe,www.overbetuwe.nl,f.erinkveld@overbetuwe.nl,0481-362300,+31 481 362300,1734.0,,Actief,Gemeenten,93fd53f0-4e7c-44e9-a378-9aca1085d2e6
e0583764-effb-4ef3-8ef9-bf17c36d0852,Gemeente,,Papendrecht,www.papendrecht.nl,R.van.wijngaarden@papendrecht.nl,,,590.0,,Actief,Gemeenten,e0583764-effb-4ef3-8ef9-bf17c36d0852
d492c8e6-bc8d-453f-9ab7-a4c6690cbe62,Gemeente,,Peel en Maas,www.peelenmaas.nl,herman.korsten@peelenmaas.nl,077-3066666,+31 77 3066666,1894.0,,Actief,Gemeenten,d492c8e6-bc8d-453f-9ab7-a4c6690cbe62
